val_loss,val_acc,epoch,step,test_loss,test_acc
0.3030555248260498,0.9053999781608582,0,859,,
0.23942963778972626,0.9254000186920166,1,1719,,
0.2009177803993225,0.9358000159263611,2,2579,,
,,3,2580,0.18281593918800354,0.9456999897956848
